0x5555555993ee;0.5 (is_visited) -- push rbp
0x5555555b8bc5;0.5 (r13 min_reg_val_less 0xff) -- pop r13
0x555555597719;0.5 (is_visited) -- push r13
0x5555555c304c;0.5 (is_visited) -- sub rsp, 0x18
0x5555555f0a64;0.5 (is_visited) -- jnbe 0x5555555f0485
0x55555559c3ba;0.5 (max_overflow_flag_set) -- add rbx, 0x28
0x5555555a850a;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, r8
0x5555555c3727;0.5 (is_visited) -- jnz 0x5555555c367c
0x5555555bcc83;0.5 (is_visited) -- jz 0x5555555bcce0
0x5555555b0526;0.5 (rdx min_reg_val_less 0xff) -- mov rdx, qword ptr [rip+0x83843]
0x5555555d38a4;0.5 (0x5555555d38a4 edge_only_taken_to 0x55555559ac60) -- call 0x55555559ac60
0x5555555c21f3;0.5 (r12 min_reg_val_less 0xff) -- pop r12
0x5555555aaea3;0.5 (r12 min_reg_val_less 0xff) -- mov r12, rax
0x5555555aa89a;0.5 (max_overflow_flag_set) -- or eax, edx
0x5555555c313a;0.5 (0x5555555c313a edge_only_taken_to 0x55555558f2e0) -- call 0x55555558f2e0
0x5555555ad523;0.5 (rax min_reg_val_less 0xff) -- mov eax, dword ptr [rip+0x83d3f]
0x5555555e33f6;0.5 (max_overflow_flag_set) -- test eax, eax
0x55555559bc3d;0.5 (rdi min_reg_val_less 0xff) -- lea rdi, ptr [rip+0x97f84]
0x5555555a8114;0.5 (max_overflow_flag_set) -- xor esi, esi
0x5555555b7e3b;0.5 (max_overflow_flag_set) -- mov qword ptr [r15], rax
0x5555555b85ed;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, rbx
0x5555555a8301;0.5 (is_visited) -- jle 0x5555555a8350
0x55555559320b;0.5 (is_visited) -- jnz 0x555555593373
0x5555555b8870;0.5 (rax min_reg_val_less 0xff) -- mov rax, qword ptr [rip+0x7b681]
0x5555555bab84;0.5 (is_visited) -- push r12
0x5555555f3558;0.5 (0x5555555f3558 edge_only_taken_to 0x55555558f2e0) -- call 0x55555558f2e0
0x5555555ac201;0.5 (max_overflow_flag_set) -- sub rax, qword ptr fs:[0x28]
0x5555555918ff;0.5 (0x5555555918ff edge_only_taken_to 0x55555558f2a0) -- call 0x55555558f2a0
0x5555555ce6b5;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, qword ptr [rbx]
0x5555555c69d3;0.5 (rax min_reg_val_less 0xff) -- movsxd rax, r13d
0x5555555bbc0f;0.5 (rax min_reg_val_less 0xff) -- movzx eax, byte ptr [rsi]
0x5555555f491e;0.5 (max_overflow_flag_set) -- test eax, eax
0x5555555c3c66;0.5 (max_overflow_flag_set) -- cmp r12d, 0x2
0x5555555df80f;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, rbp
0x5555555906f4;0.5 (max_overflow_flag_set) -- xor eax, eax
0x5555555998e0;0.5 (max_overflow_flag_set) -- test rdi, rdi
0x55555559a474;0.5 (rax min_reg_val_less 0xff) -- mov rax, qword ptr [rip+0x996b5]
0x5555555ec5e8;0.5 (0x5555555ec5e8 edge_only_taken_to 0x5555555ec5fe) -- jmp 0x5555555ec5fe
0x5555555be859;0.5 (is_visited) -- jz 0x5555555be9b0
0x5555555bb37e;0.5 (r13 min_reg_val_less 0xff) -- pop r13
0x5555555c3c18;0.5 (rax min_reg_val_less 0xff) -- lea rax, ptr [rip+0x3be10]
0x5555555e8d92;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, rbp
0x555555598d09;0.5 (max_overflow_flag_set) -- test eax, eax
0x55555559dd60;0.5 (memory_value min_reg_val_less 0xff) -- mov dword ptr [rsp+0xc], eax
0x5555555c29f1;0.5 (is_visited) -- sub rsp, 0x18
0x5555555c6620;0.5 (is_visited) -- nop edx, edi
0x5555555dfc1b;0.5 (max_overflow_flag_set) -- test rax, rax
0x5555555be7df;0.5 (is_visited) -- push 0x0
0x5555555cf4cc;0.5 (is_visited) -- mov esi, 0x1
0x5555555a53e0;0.5 (max_overflow_flag_set) -- push r13
0x5555555918af;0.5 (is_visited) -- sub rsp, 0x38
0x5555555dd9e7;0.5 (is_visited) -- add rsp, 0x8
0x5555555b0eae;0.5 (0x5555555b0eae edge_only_taken_to 0x55555558fdd0) -- jmp 0x55555558fdd0
0x5555555def70;0.5 (max_overflow_flag_set) -- nop edx, edi
0x555555596bcb;0.5 (max_overflow_flag_set) -- xor eax, eax
0x555555590084;0.5 (is_visited) -- bnd jmp qword ptr [rip+0x9ce55]
0x55555559c68f;0.5 (memory_value min_reg_val_less 0xff) -- mov dword ptr [rip+0x9753b], ebx
0x5555555e55ab;0.5 (is_visited) -- push rbp
0x5555555a1f0d;0.5 (is_visited) -- add rsp, 0x8
0x5555555cd3ee;0.5 (r8 min_reg_val_less 0xff) -- lea r8, ptr [rip+0x5c14b]
0x5555555df680;0.5 (max_overflow_flag_set) -- inc rsi
0x5555555c232b;0.5 (r12 min_reg_val_less 0xff) -- mov r12, rdx
0x5555555b1e8a;0.5 (0x5555555b1e8a edge_only_taken_to 0x55555558f770) -- call 0x55555558f770
0x5555555b98bf;0.5 (max_overflow_flag_set) -- cmp qword ptr [rip+0x7a5f1], 0x0
0x5555555b81da;0.5 (rbx min_reg_val_less 0xff) -- pop rbx
0x5555555e162e;0.5 (rbx min_reg_val_less 0xff) -- pop rbx
0x5555555b0579;0.5 (is_visited) -- jnl 0x5555555b0580
0x55555559ad75;0.5 (max_overflow_flag_set) -- xor r9d, r9d
0x5555555c2ec4;0.5 (r15 min_reg_val_less 0xff) -- setz r15b
0x5555555c2e8f;0.5 (rsi min_reg_val_less 0xff) -- mov rsi, r13
0x5555555c19b6;0.5 (0x5555555c19b6 edge_only_taken_to 0x5555555c19b8) -- jz 0x5555555c19c3
0x5555555bbc12;0.5 (max_overflow_flag_set) -- test al, al
0x5555555b863b;0.5 (r12 min_reg_val_less 0xff) -- mov r12, rdx
0x555555590b94;0.5 (memory_value min_reg_val_less 0xff) -- mov dword ptr [rsp+0x8], eax
0x5555555e54d8;0.5 (memory_value min_reg_val_less 0xff) -- mov dword ptr [rip+0x4f692], eax
0x555555596ccf;0.5 (rcx min_reg_val_less 0xff) -- lea rcx, ptr [rax+rax*1]
0x5555555bc603;0.5 (is_visited) -- jz 0x5555555bc8f0
0x5555555e1bed;0.5 (rdi min_reg_val_less 0xff) -- lea rdi, ptr [rip+0xc]
0x5555555bcd2c;0.5 (is_visited) -- mov ecx, 0x1e
0x5555555f0697;0.5 (rdx min_reg_val_less 0xff) -- mov rdx, qword ptr [rip+0x437fa]
0x5555555b7388;0.5 (is_visited) -- jz 0x5555555b7750
0x5555555960de;0.5 (is_visited) -- push rbx
0x5555555c2b24;0.5 (is_visited) -- mov dword ptr [rbx+0x20], 0x1
0x5555555e8de4;0.5 (0x5555555e8de4 edge_only_taken_to 0x55555558ea00) -- call 0x55555558ea00
0x5555555a83c0;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, qword ptr [rsi+0x60]
0x5555555abd8f;0.5 (is_visited) -- jz 0x5555555abdf8
0x555555596620;0.5 (is_visited) -- mov byte ptr [rsp+0x110], 0x0
0x5555555f32d3;0.5 (rax min_reg_val_less 0xff) -- mov rax, qword ptr [rax]
0x555555598e90;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, qword ptr [rip+0x983c9]
0x5555555c19cc;0.5 (0x5555555c19cc edge_only_taken_to 0x5555555b7e08) -- ret 
0x5555555998d9;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, qword ptr [rip+0x9a268]
0x55555559d872;0.5 (is_visited) -- jnz 0x55555559dbaa
0x55555559a45d;0.5 (max_overflow_flag_set) -- test rax, rax
0x5555555eecca;0.5 (rdx min_reg_val_less 0xff) -- mov edx, dword ptr [rip+0x45e48]
0x5555555998cb;0.5 (r12 min_reg_val_less 0xff) -- mov r12, rdx
0x5555555ba455;0.5 (is_visited) -- mov ecx, 0x20
0x5555555907b0;0.5 (rbx min_reg_val_less 0xff) -- lea rbx, ptr [rip+0xa36b9]
0x5555555eebc4;0.5 (is_visited) -- push rbx
0x5555555ac169;0.5 (0x5555555ac169 edge_only_taken_to 0x55555558fb00) -- call 0x55555558fb00
0x5555555c2483;0.5 (0x5555555c2483 edge_only_taken_to 0x5555555c24e0) -- jz 0x5555555c24e0
0x5555555a45e8;0.5 (rdx min_reg_val_less 0xff) -- mov rdx, r12
0x5555555c1bd4;0.5 (is_visited) -- push r12
0x5555555ba598;0.5 (is_visited) -- mov ecx, 0x20
0x5555555efd75;0.5 (max_overflow_flag_set) -- mov rdi, rax
0x5555555d1094;0.5 (is_visited) -- jz 0x5555555d10d0
0x5555555c6956;0.5 (is_visited) -- push r14
0x555555590240;0.5 (is_visited) -- nop edx, edi
0x5555555bcd9f;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, rbp
0x5555555bbc16;0.5 (max_overflow_flag_set) -- cmp al, 0x63
0x5555555b7e21;0.5 (is_visited) -- add rsp, 0x38
0x5555555eece9;0.5 (is_visited) -- jnz 0x5555555eed00
0x5555555f271d;0.5 (is_visited) -- push r12
0x55555559652e;0.5 (is_visited) -- push r13
0x5555555e2e74;0.5 (rdi min_reg_val_less 0xff) -- lea rdi, ptr [rip+0x21fec]
0x5555555a2f34;0.5 (rax min_reg_val_less 0xff) -- mov rax, qword ptr [rdi]
0x5555555bcc80;0.5 (max_overflow_flag_set) -- test rdi, rdi
0x55555558eb30;0.5 (is_visited) -- nop edx, edi
0x55555559bbd2;0.5 (max_overflow_flag_set) -- xor eax, eax
0x5555555bb293;0.5 (is_visited) -- push rbx
0x55555559c301;0.5 (rbx min_reg_val_less 0xff) -- pop rbx
0x5555555efb36;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rip+0x44ecb], rax
0x5555555ce621;0.5 (is_visited) -- vpxor xmm0, xmm0, xmm0
0x5555555bbc30;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, rbp
0x5555555a800f;0.5 (is_visited) -- call 0x5555555bb390
0x5555555bd42e;0.5 (memory_value min_reg_val_less 0xff) -- mov dword ptr [rsp+0xa8], eax
0x5555555dd9d3;0.5 (is_visited) -- mov qword ptr [rax+0x8], 0x0
0x5555555e1286;0.5 (is_visited) -- push rbp
0x5555555b6c05;0.5 (is_visited) -- add rsp, 0x8
0x5555555b31c8;0.5 (is_visited) -- ret 
0x5555555d566e;0.5 (max_overflow_flag_set) -- mov rdi, rbp
0x5555555b844f;0.5 (max_overflow_flag_set) -- test eax, eax
0x5555555df3ab;0.5 (0x5555555df3ab edge_only_taken_to 0x55555558f2e0) -- call 0x55555558f2e0
0x5555555b8a44;0.5 (is_visited) -- push r13
0x5555555f0648;0.5 (is_visited) -- jz 0x5555555f0a98
0x5555555e2e6d;0.5 (r10 min_reg_val_less 0xff) -- lea rsi, ptr [rip-0x64]
0x5555555e54ca;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rip+0x4f697], rbp
0x5555555cc6f8;0.5 (is_visited) -- mov esi, 0x8
0x5555555ad4e6;0.5 (r13 min_reg_val_less 0xff) -- mov r13, rdi
0x5555555bdaf7;0.5 (is_visited) -- add rsp, 0x20
0x5555555aaf9e;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rsp+0x8], rax
0x5555555bc9de;0.5 (0x5555555bc9de edge_only_taken_to 0x55555558ef70) -- jmp 0x55555558ef70
0x555555590a4d;0.5 (max_overflow_flag_set) -- xor edx, edx
0x55555559a73b;0.5 (rax min_reg_val_less 0xff) -- mov rax, r13
0x5555555f166e;0.5 (rdi min_reg_val_less 0xff) -- movsxd rdi, dword ptr [rip+0x434db]
0x5555555be83f;0.5 (max_overflow_flag_set) -- test rsi, rsi
0x555555590ac1;0.5 (r11 min_reg_val_less 0xff) -- mov rdx, qword ptr [rsp+0x58]
0x5555555b7be3;0.5 (max_overflow_flag_set) -- test rax, rax
0x5555555a5805;0.5 (is_visited) -- mov esi, 0x88
0x5555555990da;0.5 (max_overflow_flag_set) -- mov rdx, qword ptr [rip+0x98177]
0x5555555b8451;0.5 (is_visited) -- jle 0x5555555b84a0
0x5555555b843e;0.5 (is_visited) -- jz 0x5555555b84b0
0x55555559c990;0.5 (is_visited) -- nop edx, edi
0x5555555e1f91;0.5 (0x5555555e1f91 edge_only_taken_to 0x5555555b8760) -- call 0x5555555b8760
0x5555555ee38e;0.5 (max_overflow_flag_set) -- xor eax, eax
0x5555555bcf78;0.5 (is_visited) -- push rbp
0x5555555d0c3f;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, rbp
0x5555555b9f23;0.5 (is_visited) -- push r12
0x5555555f169f;0.5 (rbx min_reg_val_less 0xff) -- mov rbx, rax
0x5555555b8919;0.5 (max_overflow_flag_set) -- test eax, eax
0x5555555e39d5;0.5 (0x5555555e39d5 edge_only_taken_to 0x55555558ea00) -- call 0x55555558ea00
0x5555555efea4;0.5 (max_overflow_flag_set) -- xor eax, eax
0x5555555a8597;0.5 (max_overflow_flag_set) -- cmp r12, rbx
0x55555558f7b4;0.5 (0x55555558f7b4 edge_only_taken_to 0x5555555c4e53) -- bnd jmp qword ptr [rip+0x9d2bd]
0x5555555b98f0;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rdx], rax
0x5555555c60c0;0.5 (rdi min_reg_val_less 0xff) -- lea rdi, ptr [rip+0x30418]
0x55555559c8a9;0.5 (is_visited) -- ret 
0x5555555c3063;0.5 (is_visited) -- mov edx, 0x1e
0x555555598eff;0.5 (max_overflow_flag_set) -- test eax, eax
0x5555555bb2af;0.5 (is_visited) -- jmp 0x5555555bb370
0x5555555ac20c;0.5 (is_visited) -- add rsp, 0x10
0x55555558f8c4;0.5 (is_visited) -- bnd jmp qword ptr [rip+0x9d235]
0x5555555ed892;0.5 (is_visited) -- push r14
0x5555555b7ce1;0.5 (is_visited) -- mov esi, 0x48
0x5555555abd40;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rip+0x87f69], rax
0x5555555a408a;0.5 (0x5555555a408a edge_only_taken_to 0x5555555a4090) -- mov r13d, 0x1
0x5555555f11b5;0.5 (is_visited) -- add rsp, 0x8
0x5555555e2e64;0.5 (is_visited) -- sub rsp, 0x8
0x5555555c3906;0.5 (is_visited) -- jz 0x5555555c3968
0x5555555c4e0a;0.5 (is_visited) -- add rsp, 0x18
0x5555555ba86e;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rsp+0x80], rax
0x5555555e331c;0.5 (r13 min_reg_val_less 0xff) -- mov r13, rdx
0x5555555b8830;0.5 (is_visited) -- nop edx, edi
0x5555555dfc6b;0.5 (max_overflow_flag_set) -- xor ecx, ecx
0x5555555edf02;0.5 (is_visited) -- jmp 0x5555555a25a0
0x5555555e397b;0.5 (is_visited) -- push rbp
0x5555555b210a;0.5 (rbp min_reg_val_less 0xff) -- pop rbp
0x5555555e50e4;0.5 (is_visited) -- push r12
0x5555555b20c4;0.5 (is_visited) -- call 0x55555558fea0
0x5555555ebe54;0.5 (is_visited) -- mov ecx, 0x14
0x5555555c26f6;0.5 (r12 min_reg_val_less 0xff) -- mov r12d, esi
0x5555555c2460;0.5 (is_visited) -- nop edx, edi
0x5555555b8269;0.5 (max_overflow_flag_set) -- test eax, eax
0x5555555e5603;0.5 (0x5555555e5603 edge_only_taken_to 0x5555555a90f0) -- call 0x5555555a90f0
0x5555555ba1b2;0.5 (rsi min_reg_val_less 0xff) -- lea rsi, ptr [rip+0x444b9]
0x555555594a91;0.5 (is_visited) -- jz 0x555555594af0
0x555555599bea;0.5 (rbx min_reg_val_less 0xff) -- pop rbx
0x5555555be16c;0.5 (r8 min_reg_val_less 0xff) -- mov r8, rbp
0x5555555ddbae;0.5 (r15 min_reg_val_less 0xff) -- pop r15
0x555555597c7c;0.5 (rax min_reg_val_less 0xff) -- mov eax, r14d
0x5555555ed900;0.5 (max_overflow_flag_set) -- test r14d, r14d
0x5555555d55e5;0.5 (is_visited) -- mov edx, 0x6
0x5555555a6488;0.5 (is_visited) -- push r13
0x5555555b6eb7;0.5 (0x5555555b6eb7 edge_only_taken_to 0x5555555b6ed0) -- call 0x5555555b6ed0
0x5555555e17e1;0.5 (0x5555555e17e1 edge_only_taken_to 0x5555555df7a0) -- call 0x5555555df7a0
0x5555555a1824;0.5 (is_visited) -- jz 0x5555555a1836
0x555555598fb1;0.5 (rbx min_reg_val_less 0xff) -- pop rbx
0x5555555f33a2;0.5 (is_visited) -- add rsp, 0x28
0x5555555c32d8;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rip+0x714f1], rax
0x555555598e19;0.5 (is_visited) -- push r12
0x5555555bd130;0.5 (is_visited) -- mov qword ptr [rsp+0x98], 0x0
0x5555555abd9a;0.5 (rbx min_reg_val_less 0xff) -- lea rbx, ptr [rip+0x4dc92]
0x5555555a8530;0.5 (max_overflow_flag_set) -- shl rsi, 0x4
0x5555555aa751;0.5 (is_visited) -- mov esi, 0x3e
0x5555555a59f3;0.5 (is_visited) -- call 0x5555555b9140
0x5555555ef300;0.5 (rax min_reg_val_less 0xff) -- movsxd rax, dword ptr [rip+0x41ec1]
0x5555555e3882;0.5 (rbp min_reg_val_less 0xff) -- pop rbp
0x5555555d563a;0.5 (rsi min_reg_val_less 0xff) -- lea rsi, ptr [rip+0x2f688]
0x555555596ceb;0.5 (r12 min_reg_val_less 0xff) -- lea r12, ptr [rbx+0x1]
0x5555555dda5d;0.5 (is_visited) -- push rbx
0x55555559c4fa;0.5 (max_overflow_flag_set) -- cmp rdx, rsi
0x555555596171;0.5 (rbp min_reg_val_less 0xff) -- pop rbp
0x5555555ba5ae;0.5 (max_overflow_flag_set) -- cmp edx, 0x14
0x5555555b3522;0.5 (is_visited) -- jmp 0x5555555b30e1
0x5555555f0740;0.5 (is_visited) -- call 0x5555555c23f0
0x5555555c3085;0.5 (r12 min_reg_val_less 0xff) -- pop r12
0x55555558f614;0.5 (is_visited) -- bnd jmp qword ptr [rip+0x9d38d]
0x5555555eec06;0.5 (rdi min_reg_val_less 0xff) -- lea rdi, ptr [rip+0x45efb]
0x5555555b9e9d;0.5 (is_visited) -- sub rsp, 0x8
0x5555555d393f;0.5 (is_visited) -- jmp 0x5555555d38dc
0x5555555c29ed;0.5 (is_visited) -- push rbx
0x5555555c6b6a;0.5 (is_visited) -- jz 0x5555555c6ba0
0x5555555acda3;0.5 (r15 min_reg_val_less 0xff) -- mov eax, dword ptr [rip+0x844bf]
0x5555555ddbab;0.5 (rax min_reg_val_less 0xff) -- mov eax, r15d
0x5555555a9fc2;0.5 (is_visited) -- add rsp, 0x18
0x5555555a80dc;0.5 (max_overflow_flag_set) -- xor esi, esi
0x5555555c36d3;0.5 (r11 min_reg_val_less 0xff) -- mov r11d, dword ptr [rdx+0x50]
0x5555555aa877;0.5 (is_visited) -- jnz 0x5555555aa79b
0x55555558f9d0;0.5 (is_visited) -- nop edx, edi
0x5555555b85da;0.5 (max_overflow_flag_set) -- add r14, 0x28
0x5555555b94da;0.5 (max_overflow_flag_set) -- mov qword ptr [r15], rax
0x55555559bbd9;0.5 (r12 min_reg_val_less 0xff) -- mov r12d, eax
0x5555555f165b;0.5 (max_overflow_flag_set) -- test eax, eax
0x5555555b6fba;0.5 (is_visited) -- jnl 0x5555555b6fc2
0x5555555cd3e2;0.5 (rsi min_reg_val_less 0xff) -- mov rsi, r12
0x5555555b7fe4;0.5 (max_overflow_flag_set) -- shl r12, 0x3
0x5555555f32cc;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rip+0x417a5], rdi
0x5555555a795c;0.5 (0x5555555a795c edge_only_taken_to 0x5555555b7356) -- ret 
0x555555599b65;0.5 (rbx min_reg_val_less 0xff) -- mov rbx, rdi
0x5555555c6164;0.5 (is_visited) -- sub rsp, 0x8
0x555555590392;0.5 (r12 min_reg_val_less 0xff) -- mov r12, rax
0x5555555b6b4d;0.5 (max_overflow_flag_set) -- xor eax, eax
0x55555559c6c7;0.5 (rbp min_reg_val_less 0xff) -- pop rbp
0x55555559abe1;0.5 (max_overflow_flag_set) -- test rax, rax
0x5555555acfe6;0.5 (r13 min_reg_val_less 0xff) -- mov r13, rdi
0x5555555ef403;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, qword ptr [rsp+0x20]
0x5555555e55a6;0.5 (is_visited) -- mov esi, 0x5f
0x5555555b89ea;0.5 (max_overflow_flag_set) -- add r14, 0x28
0x5555555aa81b;0.5 (is_visited) -- jz 0x5555555aa920
0x5555555e329a;0.5 (r12 min_reg_val_less 0xff) -- pop r12
0x5555555b8143;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [r12+0x80], rax
0x5555555bb946;0.5 (rdx min_reg_val_less 0xff) -- movsxd rdx, edx
0x555555593b1b;0.5 (max_overflow_flag_set) -- inc edx
0x5555555b8961;0.5 (0x5555555b8961 edge_only_taken_to 0x55555558ea00) -- call 0x55555558ea00
0x555555590d7f;0.5 (max_overflow_flag_set) -- sar rsi, 0x1
0x55555559a3c8;0.5 (is_visited) -- jmp 0x55555559a1a8
0x5555555efbc7;0.5 (rdi min_reg_val_less 0xff) -- lea rdi, ptr [rip+0x44f1a]
0x55555558f9c4;0.5 (is_visited) -- bnd jmp qword ptr [rip+0x9d1b5]
0x55555559c740;0.5 (is_visited) -- nop edx, edi
0x5555555b7fd2;0.5 (r14 min_reg_val_less 0xff) -- mov r14, rsi
0x5555555bd24d;0.5 (is_visited) -- mov dword ptr [rsp+0x68], 0x0
0x5555555f03e0;0.5 (rdi min_reg_val_less 0xff) -- lea rdi, ptr [rip+0x44721]
0x555555591363;0.5 (rax min_reg_val_less 0xff) -- mov rax, qword ptr [rbx]
0x55555559a6c1;0.5 (rdi min_reg_val_less 0xff) -- mov rdi, rax
0x5555555e55e9;0.5 (rbp min_reg_val_less 0xff) -- pop rbp
0x555555594fd3;0.5 (is_visited) -- jnz 0x555555595108
0x55555559a4ec;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rip+0x995fd], rax
0x5555555bc6e5;0.5 (max_overflow_flag_set) -- sub ecx, r12d
0x5555555bbb7c;0.5 (max_overflow_flag_set) -- xor eax, eax
0x5555555dfbbb;0.5 (max_overflow_flag_set) -- mov rsi, rbp
0x55555559fff2;0.5 (is_visited) -- push rbx
0x5555555e3385;0.5 (is_visited) -- jz 0x5555555e3480
0x5555555e3821;0.5 (rsi min_reg_val_less 0xff) -- mov rsi, r13
0x5555555df7e6;0.5 (max_overflow_flag_set) -- test rax, rax
0x5555555e3630;0.5 (max_overflow_flag_set) -- test r12, r12
0x5555555dfafe;0.5 (is_visited) -- jnz 0x5555555dfb64
0x5555555a4062;0.5 (memory_value min_reg_val_less 0xff) -- mov qword ptr [rsp+0x18], rdx
0x5555555aa7c0;0.5 (0x5555555aa7c0 edge_only_taken_to 0x5555555b7356) -- ret 
0x5555555a9a8b;0.5 (0x5555555a9a8b edge_only_taken_to 0x555555596270) -- call 0x555555596270
0x555555590723;0.5 (rbx min_reg_val_less 0xff) -- mov ebx, dword ptr [rax+0x24]
0x5555555b7e98;0.5 (rdx min_reg_val_less 0xff) -- mov rdx, qword ptr [rsp]
0x5555555908da;0.5 (0x5555555908da edge_only_taken_to 0x55555558f120) -- call 0x55555558f120
0x5555555a5334;0.5 (0x5555555a5334 edge_only_taken_to 0x555555590060) -- call 0x555555590060
0x5555555b1fc9;0.5 (max_overflow_flag_set) -- test rax, rax
0x5555555a9ff3;0.5 (is_visited) -- jnz 0x5555555aa016
0x555555595051;0.5 (rax min_reg_val_less 0xff) -- lea rax, ptr [rip-0x14b8]
0x5555555c3c15;0.5 (max_overflow_flag_set) -- mov r8d, eax
